"ean","productid","name","shortdescription","longdescription","brand","active","created_at","updated_at"
"5901477100161","3316","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100178","3317","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100185","3318","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100192","3319","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100208","3320","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100215","3321","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100222","3322","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100239","3324","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100246","3325","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100253","3326","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100260","3338","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100277","3341","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100284","3349","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100291","3350","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100307","3351","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100314","3352","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100321","1355","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100338","1358","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100345","1456","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.33632+00","2025-06-13 14:38:45.33632+00"
"5901477100352","1451","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.33632+00","2025-06-13 14:38:45.33632+00"
"5901477100369","1356","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100376","1357","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100383","1450","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.33632+00","2025-06-13 14:38:45.33632+00"
"5901477100390","1453","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.33632+00","2025-06-13 14:38:45.33632+00"
"5901477100406","1454","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.33632+00","2025-06-13 14:38:45.33632+00"
"5901477100413","1348","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100420","1362","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100437","1364","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100444","1409","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100451","1410","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100468","1461","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.33632+00","2025-06-13 14:38:45.33632+00"
"5901477100475","1449","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.33632+00","2025-06-13 14:38:45.33632+00"
"5901477100482","1447","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.33632+00","2025-06-13 14:38:45.33632+00"
"5901477100499","1448","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.33632+00","2025-06-13 14:38:45.33632+00"
"5901477100505","1459","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.33632+00","2025-06-13 14:38:45.33632+00"
"5901477100512","1458","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.33632+00","2025-06-13 14:38:45.33632+00"
"5901477100529","1462","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.33632+00","2025-06-13 14:38:45.33632+00"
"5901477100536","1347","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100543","1352","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100550","1353","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100567","1354","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100581","3442","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100598","3443","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100604","3444","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100611","3445","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100628","3446","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100642","3448","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100659","3449","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100673","3451","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477100697","931","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100703","932","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100710","933","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100727","934","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100734","938","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100765","837","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100772","839","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100789","841","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100796","843","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100802","845","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100833","848","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100857","851","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100864","853","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100871","854","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100888","855","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100895","857","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100901","858","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100918","860","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100932","833","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100949","834","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100956","862","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100963","863","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100970","864","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477100994","835","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101007","836","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101014","866","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101021","868","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101038","869","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101045","872","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101076","875","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101083","5895","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:46.565193+00","2025-06-13 14:38:46.565193+00"
"5901477101090","878","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101106","879","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101113","880","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101120","881","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101137","882","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101144","883","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101151","884","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101168","885","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101175","886","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101182","887","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101199","888","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101205","889","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101212","890","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101229","891","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101236","892","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101243","893","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101250","894","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101267","825","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101274","826","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101281","827","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101298","828","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101304","829","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101311","830","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101328","831","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101335","832","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101342","3623","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101359","3624","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101397","3628","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101403","3629","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101410","3630","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101427","3631","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101434","3632","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101441","3633","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101458","3634","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101465","3635","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101472","3636","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101496","3638","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101502","3639","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101519","3640","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101533","3642","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101540","3643","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101564","3645","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101571","3646","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101595","3648","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:45.948997+00","2025-06-13 14:38:45.948997+00"
"5901477101618","911","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101649","918","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101656","919","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101670","909","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101687","921","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101694","922","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101717","923","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101724","924","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101731","925","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101755","939","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101762","940","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101779","941","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101786","942","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101793","943","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101809","944","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101816","945","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101823","946","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101830","947","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101847","948","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101854","949","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101861","950","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101878","951","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101892","953","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101915","955","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101939","967","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101946","957","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101953","964","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101960","961","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101977","973","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101984","975","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477101991","4219","Nome Indisponível","","","John Gardener","false","2025-06-13 14:38:46.565193+00","2025-06-13 14:38:46.565193+00"
"5901477102004","976","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102011","1029","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102028","1030","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102035","1031","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102042","1032","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102059","985","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102066","977","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102073","978","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102080","979","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102097","986","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102103","983","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102110","980","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102127","981","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102134","982","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102141","984","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102158","992","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102165","995","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102172","998","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102189","999","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102196","1000","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102202","1001","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102219","1002","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102226","1003","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102233","1005","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102240","1004","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102257","1006","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102264","1010","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102271","1011","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102288","1012","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102295","1013","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102301","1014","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102318","1015","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102325","1017","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102332","1016","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102363","1020","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102370","1021","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102387","1022","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102394","1023","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102400","1024","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102417","1026","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102424","1025","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102431","1027","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102448","1040","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
"5901477102455","1041","Nome Indisponível","","","GEKO","false","2025-06-13 14:38:44.664927+00","2025-06-13 14:38:44.664927+00"
